video_id,duration_minutes,title_length,description_length,tags_count,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,total_views,duration_minutes_log,channel_subscribers_log,has_thumbnail_custom_Sim,video_quality_480p,video_quality_4K,video_quality_4k,video_quality_720p,category_  Educação,category_  Fitness,category_  Gaming,category_  Música,category_  Tecnologia,category_  Vlogs,category_Culinária,category_Educação,category_Fitness,category_Gaming,category_Música,category_Tecnologia,category_Vlogs,language_Espanhol,language_INGLÊS,language_Inglês,language_PORTUGUÊS,language_Português,has_subtitles_Sim,promoted_Sim,upload_time_Manhã,upload_time_Noite,upload_time_Tarde,upload_day_Seg-Qui,upload_day_Sexta,upload_day_Sábado,engagement_rate,content_density
VID00280,1.5093811901539325,0.17473856042178015,1.2647266777806048,-1.4878689367329911,0.6762921608154067,-0.6510556331430931,0.46520212888841433,-1.5733374077939288,0.03340797462283769,0.2282552678572058,0.630226359824213,-0.32879936009238486,522762,1.118588000104908,0.679610539512924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.02445022780169963,-0.6715585346205769
VID01099,-0.27054338894276597,-0.055048356943331905,-0.68726974450212,-0.8713273646561045,-0.8888599484317454,-1.4596225931928581,-1.0408851359734945,-1.5733374077939288,-0.6753724293411464,0.6630046975729567,0.8151140681779246,0.08737265897072821,228445,0.06567853299847791,-0.6226792701009064,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.011337107085054298,-0.47509941861362676
VID00523,0.7003245632917967,1.3236731472473404,-0.7713444967727242,0.7727834942155937,-0.9982471377016112,0.9083235040957395,-0.08246596742500709,-1.3439028221909526,0.3798442817972538,-0.3612007538940794,-1.692469413562339,1.5473859717495182,707055,0.73695587907213,-0.8708433778281598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.015121417590631549,-0.29176921293564356
VID01261,-1.0796000158049015,-1.4337698611340044,1.6375799269806757,-0.46029964993817996,-0.015460880885202326,-0.39115911026995437,-0.3152249083582112,0.4915738626328579,1.4028919072694583,-1.5750840005411062,0.19788438021382276,1.2642525489442857,1213798,-0.9717967571621944,0.3178305923883077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.026955218892672272,0.019966359472263138
VID01174,-0.4862918227726688,-0.8593025677212242,-0.497187695890319,1.04680197069421,-0.022696056955886026,0.33077567548876446,0.8211863914921382,-1.3439028221909526,-0.03234422245312293,0.42401204170879137,-0.5655682862201348,0.8139680693022289,792843,-0.14276258429686986,0.31310214185993246,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.022496351193503215,0.166020248026338
VID01197,1.1857585394090782,-1.6252589589382644,-0.14992241477260584,0.019232683899398664,-0.8568088669941145,0.09975654404597442,-0.9792724751382347,-0.7703163581835119,1.4089015166796268,1.140511887383297,1.181374509441361,-0.042254691229257825,369358,0.978581255871716,-0.5618351089646524,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.009460114871101396,-0.461649355677124
VID00323,-0.0008578466553874422,-0.8210047481603722,1.2354832856864815,-0.7343181264167963,-0.46149412734901696,0.2441435011977182,0.7253444746372895,-0.08201260137458286,0.8924286138410329,1.3461043121192606,-0.8812130810901596,1.0971014921074616,398062,0.2878475926780486,-0.03781383152396564,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-0.01695555881270543,-0.47734109576971057
VID01921,-0.9717257988899501,-1.5103655002557084,-1.4768413310434467,0.7042788750959396,0.2619228119110202,1.4858713327027144,-0.9587349215264813,-1.1144682365879763,0.40282220013025083,1.2868171942884246,-1.5328895284053332,-0.40725801942395534,554003,-0.7782971257120165,0.4817570379127387,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.021776525029870937,0.5112385300632422
VID00874,0.3767019125469425,0.9406949516388204,0.003605393721541036,0.8412881133352477,-1.3235280574573793,0.44628524121015944,0.48573968250016764,-0.3114471869775592,1.3176968562194233,-0.6599586495070715,-0.23375460430777018,0.6775182269864541,336255,0.5479710788967969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.4335632691746998,-0.21803509073971783
VID00465,-1.565033991922183,0.3279298386651882,1.5937148388394908,0.22474654125836094,-0.25785089476945233,0.5329174155012057,-1.588553232286916,-1.3439028221909526,-0.008305784812449155,0.3528401790593314,1.5033462601105623,1.3017762555811236,1037500,-2.565563094219592,0.14308729166988463,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.021634719483416682,2.927766504321571
VID00499,-0.16266917202781456,0.5577167560303002,0.7346901960746215,0.5672696368566313,-0.42559185693619517,-1.1997260703197195,1.1155579932606023,-1.2291855293894645,-1.54040267796951,-1.4236559588003646,0.6977138883487618,-1.0212823098449417,370217,0.15897005292086752,-0.0029998848120866084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.02632186668702598,-0.12741529170503046
VID00830,-0.3244804974002417,-1.0507916655254843,1.5425389026747753,-0.2547857925792177,0.8879088000600951,0.5906721983619032,1.6221509823505171,0.8357257410373224,0.9115179613792149,0.4337110863308867,-0.8973819681324994,0.9197166970969544,2979426,0.01650254238415486,0.7653053776125659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.02445100273443272,-0.29427079468953415
VID01001,-0.4323547143151931,-0.9358982068429281,0.2923838906510078,1.2523158280531723,0.20366196314491178,0.9083235040957395,0.4515104264805788,0.9504430338388106,-0.23525691665528095,0.44375164660868954,-1.5624153221348234,-0.11389085844503959,1220195,-0.08756346251834977,0.4498484814962717,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.023167346425592823,0.19363771058929027
VID02284,1.1857585394090782,-1.0507916655254843,0.43129000309809307,-1.1453458411347208,0.5650129329940564,0.735059155513647,-1.232568969683192,-1.2291855293894645,-0.7542043645451206,0.2522979700190195,0.5184501407054293,0.23405623946018608,762843,0.978581255871716,0.6308292152984788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.024247013455603778,-0.6217051046215069
VID00708,-0.4323547143151931,1.5534600646124526,-1.513395571161101,-0.39179503081852585,-0.129561388565724,0.9949556783867858,-1.554323976267327,1.6387467906477395,0.8316255068675639,1.521984874808665,1.5813787149670717,-1.328294455055435,617144,-0.08756346251834977,0.24001731662479184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.019400846154165534,-0.3034766155438516
VID02054,-1.187474232719853,0.5194189364694483,-0.405802095596184,0.7042788750959396,0.4994833522211534,1.4858713327027144,0.8759532011234804,-1.4586201149924407,-0.8280872096466033,1.358057360069026,-0.552914374621782,-1.1952558587975546,1773150,-1.1976857386117894,0.6007381596728215,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-0.022379892877772364,0.9506072526556654
VID01789,1.1857585394090782,-0.7061112894778161,-0.2413080150667409,-1.213850460254375,1.1766137494549687,-0.21789476168786184,0.9854868203861646,1.0651603266402987,-1.0734206761558327,0.9847807483806398,1.5406049998168236,1.0868677539337783,1325768,0.978581255871716,0.8698340471638545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.024137993779789008,-0.6311201486770588
VID01309,-0.10873206357033885,1.7066513428558605,0.6067503556628324,0.7042788750959396,0.8821888035661118,1.6302582898544582,-0.5000628908639909,1.0651603266402987,-0.8408134413387247,-0.878733578553348,0.09735608251579704,-1.3214719629396463,594653,0.2033081467443897,0.7630989867393854,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.02616823097897116,-0.11238159232600399
VID01065,-1.4571597750072316,-1.5869611393774123,0.021882513780368047,-0.00024141145518047672,-1.2897165799868529,-0.39115911026995437,-1.3284108865380408,-0.08201260137458286,0.12355211577536435,-0.5532008555328816,1.1434127746463023,0.7252756717969753,113617,-2.0172969415626376,-2.848497751918575,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.07923014153008989,1.436054643483678
VID01623,1.1318214309516024,-1.0124938459646322,-1.0674338417257219,-1.0083366028954126,1.2359612943058995,0.8216913298046932,-1.3010274817223697,-1.688054700595417,1.2102308997081759,-0.4182338683972455,-0.8362213954071271,0.4523759871654257,716983,0.9537697210170388,0.8898178634310654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-0.02579918597439654,-0.601131489833449
VID00434,-0.10873206357033885,-0.13164399606503593,-0.3363490393726414,1.5948389236514426,0.07197814494227191,-1.228603461750068,0.20505978313953915,-0.08201260137458286,-1.2777473961015597,0.588417678366421,-1.6692705756320254,-0.08318964392399025,787672,0.2033081467443897,0.37299000654494835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.02247902859538986,0.1047718431488227
VID00150,0.7003245632917967,1.4002687863690446,0.0001769597492156983,1.04680197069421,0.33767404706847803,-0.0027814837506591914,1.3483169341938064,0.8357257410373224,-7.221229878190538e-06,0.8539802522446361,-0.0005753853401025435,-0.7927288239660191,1782938,0.73695587907213,0.5215325966124003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.022782747878272495,-0.2467407413656126
VID01224,-0.16266917202781456,1.1321840494430804,1.4072882142394554,-0.6658135072971422,-0.9597920349185054,1.197097418399227,-1.5474781250634093,0.9504430338388106,0.28651858272169684,1.5040211513184463,-0.7195242106667615,-0.9735248650344207,264258,0.15897005292086752,-0.7751385104472981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.0014764282389540314,-0.4381117455382442
VID01509,1.2396956478665537,0.021547282178372117,-1.1405423219610298,-0.7343181264167963,-0.932227124016318,1.3703617669813195,-1.6843951491417648,1.6387467906477395,0.3169201362084313,1.0537669108335712,-0.7385050780642909,-0.94964614262916,631271,1.0029457116313625,-0.7126075613146603,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.006653856681223933,-0.5675686013020832
VID00743,1.1318214309516024,1.0172905907605243,-0.4496671837373688,0.019232683899398664,-0.043975682901914,-0.4489138931306519,-1.6843951491417648,-0.885033650985,0.037296545417652566,1.2725418398798476,0.9029884542775976,-0.8029625621397022,619431,0.9537697210170388,0.2990409087553232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.020493467172930678,-0.45729053898473887
VID02494,0.48457612946189393,0.17473856042178015,-0.6470600803727006,-1.282355079374029,-0.04955113074803486,-0.0027814837506591914,-0.07562011622108931,-1.1144682365879763,-0.4335740271908396,-1.0077581932796722,0.7117737901247094,-1.1543209061028223,850270,0.6139446856554326,0.29531800967324895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.025655196094070642,-0.6230501109151572
VID02304,1.2396956478665537,0.9023971320779683,-1.1259206259139682,-0.9398319837757586,-0.31426874827531515,-1.257480853180417,-0.23992054511511574,-0.196729894176071,0.0634560216736799,0.2850834729669473,0.32372050110855427,1.1278027066285108,915969,1.0029457116313625,0.09669648006086365,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.021513860917072504,-0.5953093561086202
VID01601,-1.2414113411773287,-1.1656851242080402,1.1587193814394081,-1.5563735558526453,-0.31925051417485834,1.2259748098295757,0.7253444746372895,0.14742198422839345,-1.666250969147155,-0.8388445499667025,-0.8537962726270617,-0.6153440289555119,378983,-1.3265632783689705,0.0924759678204966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.024732688948805894,-0.593459972454851
VID02289,0.8081987802067482,0.48112111690859627,-1.2904147064434113,0.5672696368566313,-0.9221422746020614,-0.015753021675420587,-0.5753672541070863,-1.3439028221909526,-1.113013396975766,0.23235345572569677,-0.2970241622995346,0.9435954195022149,195892,0.7945045943360135,-0.6908313012673408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.013132300463889733,-0.3410191037153649
VID02394,-0.16266917202781456,-0.16994181562588795,0.1571332022156879,-0.11777655433990951,-1.2184437716872745,-0.8531973731555343,1.649534387166188,0.8357257410373224,1.0126208020444016,-0.8762746658322534,-1.7423820648669532,-1.3862856380396393,89730,0.15897005292086752,-1.844598081677529,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.0036199835100850807,-0.30002443272348256
VID02306,1.1857585394090782,1.3236731472473404,-0.19744292692555607,-1.5563735558526453,0.23746569693787423,-0.36228171883960564,-0.10984937224067816,-0.3114471869775592,-1.2621931129223003,1.04966872296508,-1.4429061570392683,1.3392999622179618,852576,0.978581255871716,0.46850764830589964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.022130836917834892,-0.6781953689548185
VID00164,1.2936327563240295,0.9789927711996724,0.25948507454511915,-0.9398319837757586,-1.2233145448750662,1.4858713327027144,-0.6095965101266752,-0.3114471869775592,0.4378193372835847,-1.7085483187916288,-0.6618786133853762,-1.0588060164817799,117680,1.0268789153667497,-1.8858652628026584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.027025373402926354,-0.5970938491078711
VID00403,0.7542616717492725,-0.476324372112704,0.8772517325334721,-0.2547857925792177,1.1715571280056396,-1.0553391131679757,0.711652772229454,-0.08201260137458286,1.3032030923478406,-0.8364539403767495,-0.15853412980645024,-1.0281048019607306,1859200,0.7660363699922094,0.8681094615468455,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.026246951589316305,-0.46565575740289084
VID23791,1.5093811901539325,-1.3571742220123002,-0.12798987070201343,-0.1862811734595636,-0.2173282300767433,-0.6510556331430931,-0.3768375691934711,-0.885033650985,0.4215580412325407,1.492341315893247,0.9086124149879766,-1.4954455118922592,391646,1.118588000104908,0.1749135323558945,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.018853056852914506,-0.5102680258000561
VID00487,0.2688276956319911,-0.514622191673556,0.17175489826274953,-0.46029964993817996,-0.8484844136127535,0.735059155513647,1.6358426847583527,-1.4586201149924407,1.5153069538831974,-0.3485646746328989,-1.2784053062606808,1.6940695522389762,388817,0.4786127627097951,-0.5467190696075663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-0.018891472895218177,-0.45173878298706943
VID01605,0.3227648040894668,1.3619709668081925,0.8516637644511144,-1.4193643176133373,-0.9910764922772947,1.1393426355385294,1.6974553455936126,-1.2291855293894645,1.5881292796770032,1.2319014768506455,-1.5132056659190065,-0.6938026882870824,275126,0.5137365741276436,-0.8521619375447432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.0014188551094982927,-0.6439149521371678
VID02023,0.2148905871745154,-1.4337698611340044,0.9686373328276072,0.9097927324549018,1.0354310201070858,1.2837295926902732,-0.22622884270728022,-1.4586201149924407,-0.9450978399269419,-0.09420381426189242,0.29911567300064584,-0.06613341363451841,763812,0.442552206737267,0.8203188925274215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-0.02527599639299197,-0.1652026982523133
VID01648,-0.5941660396876203,-0.39972873299100004,1.6924112871571568,1.3208204471728264,-0.19021761492498057,-1.0842165045983243,-0.144078628260267,-1.1144682365879763,0.009369536982163914,-0.6969106434546318,0.25201500205122124,1.0391103091232572,789130,-0.26041855997890545,0.19556035585237014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.024658750944004684,0.33862938904479
VID01504,0.646387454834321,1.1321840494430804,0.0001769597492156983,-0.9398319837757586,0.7961333147967491,-0.0027814837506591914,0.07498861026510158,-1.5733374077939288,0.6683055334853392,1.3856518250501986,-1.3915875155570594,0.5513021228443624,943120,0.7072362055778215,0.7291950631680283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,-0.023027166521947206,-0.5704454203190574
VID01591,-1.2953484496348044,-0.7444091090386681,1.4803966944747635,1.04680197069421,-0.2448182854291448,-1.6906417246356482,-0.9861183263421525,-0.4261644797790473,0.5470528259742935,-0.5527910367460325,1.061865344345806,0.49331093986015817,350969,-1.4690307889056833,0.153453423743061,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.024138715059661642,1.6044297565134384
VID00439,0.2148905871745154,-0.59121783079526,0.0986464180274415,0.7727834942155937,0.04918592064539819,1.2548522012599246,-0.21938299150336243,-0.7703163581835119,-1.1812401391029723,-0.21530526577580072,1.411253903478105,-0.4788941866397371,364726,0.442552206737267,0.35895281952597824,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.024097332192895927,-0.19319336976881898
VID00050,1.0778843224941268,0.13644074086092814,0.303350162686304,0.7727834942155937,0.30812675470989215,-0.5644234588520469,1.095020439648849,-0.5408817725805355,0.017146678571793663,-0.9074891967639264,0.3511373095716522,0.9913528643127361,518875,0.9284943923966756,0.5062382214290878,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.02583136562010496,-0.34529362253775586
VID00068,-1.2953484496348044,0.5194189364694483,-1.2721375863845843,-1.5563735558526453,-0.7696641009140744,-0.2467721531182106,0.9512575643665758,1.6387467906477395,0.007955511238594868,0.30796502189935526,-1.250988497797583,0.7900893468969683,420391,-1.4690307889056833,-0.4155104253806442,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-0.016642762828663383,-0.5819526963869542
VID01651,-1.565033991922183,0.4428232973477442,-1.6157474434905321,-0.1862811734595636,0.38186721492654996,0.4751626326405082,-1.4379445058007252,0.9504430338388106,1.3587036027829256,0.7260484876165761,-1.22216569915689,1.3017762555811236,616826,-2.565563094219592,0.543907006978041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.023116645468752552,2.1510253697385364
VID01404,-1.4571597750072316,1.1321840494430804,-0.2120646229726177,-1.4878689367329911,-0.24310693268748823,-0.6221782417127444,-0.1646161818720203,-1.1144682365879763,0.7856696702015699,-1.4306911813079408,0.35605827519323385,1.6531345995442437,1008757,-2.0172969415626376,0.15480530257365432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.02650113202535912,-0.4381117455382442
VID01923,-0.7020402566025716,-0.7827069285995202,1.6924112871571568,0.9782973515745559,-0.006222673551282612,-1.3729904189018118,1.2250916125232865,-0.885033650985,1.4682905979095267,-0.47936517076890256,1.62215243011732,0.5069559240917356,490892,-0.38929609973608714,0.32383015972722196,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.024545049523130986,0.31273801789202216
VID00049,0.3227648040894668,-0.323133093869296,-0.15357783878437126,-0.39179503081852585,1.2114809483000615,-0.33340432740925685,-0.3494541643778,0.14742198422839345,-1.1214975514371803,0.30864805321077043,1.1258378974263679,-0.8882437135870614,855220,0.5137365741276436,0.8816314911368458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.024954031346156445,-0.4447505586543385
VID00760,-1.4032226665497558,-0.361430913430148,1.1733410774864697,0.22474654125836094,-0.8926285381795864,1.6302582898544582,-1.0477309871774123,1.6387467906477395,0.10729081972432032,-0.6895339052913481,-0.25132948152770473,1.3392999622179618,236551,-1.8088558242672899,-0.6301278000900938,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.02033160092751647,1.3742842351555022
VID01464,-1.6189711003796587,-0.24653745474759198,-1.0052916335257098,-1.1453458411347208,0.6249567410174197,-1.6617643332052994,0.08183446146901933,-0.08201260137458286,-1.1352843024369785,1.3128406872533422,1.4119568985669027,1.2915425174074406,951889,-2.954564120195522,0.6574535489405731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.022762377396258623,0.6838476710816941
VID01335,0.053079261802088266,0.6343123951520043,0.303350162686304,-1.4193643176133373,-0.39675440168764775,-1.4307452017625095,1.5810758751270104,0.3768565698313698,1.651406931701718,-1.5116303917106375,-0.8720741449357936,1.5985546626179339,722370,0.32821449213298115,0.023967407803313655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.026626919260232054,-0.6361045837652921
VID01055,-0.4323547143151931,1.3236731472473404,0.8699408845099413,-0.9398319837757586,-0.6945762408012707,0.8216913298046932,1.238783314931122,-0.5408817725805355,-1.315926091177924,0.2198539827267993,-0.2639833931260576,-1.1747883824501884,856333,-0.08756346251834977,-0.30690710760822565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.01832287913758399,-0.4691813909215656
VID00125,1.0778843224941268,1.3236731472473404,0.2923838906510078,-1.4878689367329911,1.1071529617053795,0.15751132690667194,0.561044045743263,0.7210084482358342,0.027398365212669244,1.5240339687429105,0.15640766997477717,1.7077145364705537,837681,0.9284943923966756,0.8458328209152415,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-0.023405489890745586,-0.6677144708552417
VID00694,0.9160729971216995,-0.9358982068429281,-1.2538604663257573,1.115306589813864,4.650956655991042,-0.36228171883960564,-0.6506716173501818,0.8357257410373224,0.11330042913448876,-1.0262000386878816,-0.011608156247797268,-1.1440871679291391,274273,0.8497037161145342,1.6116845805810835,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.026934645737467972,-0.2724069701605303
VID01135,-1.5110968834647072,-0.39972873299100004,-0.4387009117020726,0.4987650177369773,-0.09880350128129053,0.33077567548876446,1.2798584221546287,0.14742198422839345,1.5704539578823902,0.3216939512588,-0.48823882645242267,-0.10365712027135647,1145954,-2.2638304570018546,0.26170347192180293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.02244153665065588,2.617070050488357
VID02324,0.7542616717492725,1.0172905907605243,-1.3306243705728307,-0.11777655433990951,0.7838776544387019,1.6880130727151559,0.6295025577824408,-0.7703163581835119,0.20556560890236897,-0.9139096910912289,0.6260083892914288,0.5956483215969892,2172801,0.7660363699922094,0.7242548348980449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.026165184750094567,-0.44362054791117356
VID01646,0.8621358886642239,-0.16994181562588795,1.0856109012041,0.9097927324549018,-0.17933000426991677,1.0527104612474831,-1.2873357793145341,-1.688054700595417,-1.4983354120983308,1.3425525492999018,1.7276016934369274,-0.5948765526081456,592772,0.8223858029507803,0.20371316775079132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.019512862659460315,-0.2954450065331971
VID02421,1.4554440816964567,-1.0124938459646322,1.5242617826159484,-0.39179503081852585,-0.17584534936609122,-1.0842165045983243,1.7043011967975303,-0.9997509437864881,0.0882014721861382,0.11849213611278918,-0.32725295111782204,1.5098622651126803,1699392,1.096237231553751,0.20630611930754786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.02263045414416008,-0.5330467730983929
VID00026,0.3767019125469425,-0.552920011234408,0.9613264848040763,1.7318481618907509,0.4547507081594522,-0.5066686759913493,0.9649492667744114,-0.885033650985,-0.7068345021355577,1.5306593724636377,-0.0005753853401025435,1.2471963186548138,697986,0.5479710788967969,0.5795684527235108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.02197536557698893,-0.049741178246727094
VID02408,0.5385132379193697,-0.28483527430844396,-1.213650802196338,1.04680197069421,0.8650572075685636,-0.10238519596646684,-0.4589877836404843,-1.1144682365879763,1.5884827861128954,1.3256133727768058,-1.0260300693824205,0.4898996938022638,1004352,0.6457624056693331,0.7564563377710432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.023240408047489468,-0.21532552864233517
VID00568,0.48457612946189393,-1.3188764024514483,-1.0199133295727716,1.4578296854121344,0.024718480768833512,1.197097418399227,-1.2462606720910276,0.6062911554343461,-0.693754764007544,-1.273798889075878,-0.8917580074221203,-0.4788941866397371,415175,0.6139446856554326,0.3436216928367636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.026316525232681753,-0.12988113657672262
VID02037,-1.4571597750072316,0.40452547778689224,-0.7749999207844896,-1.282355079374029,-0.2893341065190524,0.2441435011977182,-1.232568969683192,-0.7703163581835119,-1.3572863441773186,-0.8147335446737474,-0.5690832616641217,-1.6455403384396114,284414,-2.0172969415626376,0.11751197980917899,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-0.02473857953197966,-0.17919803401056614
